83439,13,198.0,1.0,247,12.0,78,11.0,3.14,3.0,1,10.0,78.0,9.0,247,10.0,0,1,54.4,1.0,34,3.0,1,0
83439,13,287.0,2.0,142,13.0,56,13.0,2.41,7.0,1,10.0,56.0,10.0,142,11.0,0,1,31.6,6.0,82,2.0,0,0
83439,13,368.0,3.0,557,5.0,140,7.0,3.36,2.0,3,2.0,46.67,11.0,392,5.0,0,1,13.5,13.0,-2,13.0,0,0
83439,13,508.0,4.0,1030,1.5,348,2.0,2.58,5.0,3,2.0,116.0,5.0,275,7.0,0,1,24.0,11.0,231,1.0,1,1
83439,13,1814.0,5.0,291,9.0,72,12.0,3.97,1.0,2,5.0,36.0,13.0,33,13.0,0,1,41.4,5.0,29,4.0,1,0
83439,13,13110.0,6.0,630,4.0,214,4.0,2.55,6.0,1,10.0,214.0,2.0,630,3.0,0,1,54.3,2.0,7,8.0,0,0
83439,13,17406.0,7.0,250,11.0,104,9.0,1.83,13.0,1,10.0,104.0,6.0,250,9.0,0,1,44.9,4.0,0,12.0,0,0
83439,13,26469.0,8.0,479,6.5,202,5.0,2.2,11.0,1,10.0,202.0,3.0,479,4.0,0,1,26.0,9.0,5,9.0,0,0
83439,13,38261.0,9.0,479,6.5,161,6.0,2.36,8.0,2,5.0,80.5,8.0,118,12.0,0,1,21.7,12.0,1,11.0,0,0
83439,13,63369.0,10.0,1030,1.5,393,1.0,1.93,12.0,2,5.0,196.5,4.0,991,1.0,0,1,51.9,3.0,10,7.0,0,0
83439,13,68241.0,11.0,255,10.0,102,10.0,2.35,9.0,1,10.0,102.0,7.0,255,8.0,0,1,24.9,10.0,12,6.0,0,0
83439,13,69795.0,12.0,374,8.0,132,8.0,2.69,4.0,3,2.0,44.0,12.0,300,6.0,0,1,30.4,8.0,14,5.0,1,0
83439,13,82433.0,13.0,644,3.0,255,3.0,2.29,10.0,1,10.0,255.0,1.0,644,2.0,0,1,31.4,7.0,2,10.0,0,0
119562,34,121.0,1.0,136,32.0,35,33.0,3.77,5.0,1,32.0,35.0,19.0,136,16.0,0,1,12.7,20.5,289,2.0,1,0
119562,34,358.0,2.0,488,22.0,97,22.0,4.55,1.0,2,27.0,48.5,13.0,226,8.0,0,1,18.2,13.0,25,8.0,1,0
119562,34,395.0,3.0,383,25.0,89,24.0,3.64,10.0,4,16.5,22.25,29.0,95,23.5,0,1,9.3,27.0,60,6.0,0,0
119562,34,1740.0,4.0,1593,8.0,408,8.0,3.25,21.0,9,6.0,45.33,15.0,129,17.0,0,1,12.7,20.5,8,14.5,0,0
119562,34,1834.0,5.0,215,29.0,54,29.0,3.24,22.0,2,27.0,27.0,24.0,181,12.0,0,1,8.9,29.0,12,10.5,0,0
119562,34,4815.0,6.0,3115,4.0,715,4.0,3.75,7.0,17,3.0,42.06,18.0,275,6.0,0,1,14.6,19.0,7,16.5,1,0
119562,34,10746.0,7.0,1477,10.0,383,10.0,3.41,14.0,3,21.0,127.67,4.0,146,15.0,0,1,40.6,1.0,4,21.0,1,0
119562,34,11344.0,8.0,650,16.0,167,17.0,3.25,20.0,7,10.5,23.86,27.0,15,34.0,0,1,10.6,25.0,0,32.0,0,0
119562,34,11556.0,9.0,166,31.0,42,31.0,3.26,19.0,2,27.0,21.0,31.0,34,32.0,0,1,6.8,33.0,17,9.0,0,0
119562,34,13534.0,10.0,192,30.0,43,30.0,3.77,6.0,1,32.0,43.0,17.0,192,10.0,0,1,16.6,17.0,12,10.5,0,0
119562,34,18047.0,11.0,389,24.0,85,25.0,3.87,4.0,5,13.5,17.0,33.0,62,28.0,0,1,8.0,32.0,11,12.5,0,0
119562,34,18850.0,12.0,3350,3.0,975,1.0,2.89,31.0,12,4.0,81.25,7.0,157,13.0,0,1,25.7,6.0,0,32.0,1,0
119562,34,19473.0,13.0,3801,1.0,958,2.0,3.4,15.0,21,1.0,45.62,14.0,98,22.0,0,1,16.7,15.5,45,7.0,1,0
119562,34,24823.0,14.0,635,17.0,178,16.0,2.96,30.0,1,32.0,178.0,1.0,635,1.0,0,1,38.8,2.0,5,19.5,0,0
119562,34,33102.0,15.0,122,34.0,33,34.0,3.09,28.0,1,32.0,33.0,20.0,122,18.0,0,1,9.1,28.0,0,32.0,0,0
119562,34,35297.0,16.0,410,23.0,90,23.0,3.73,8.0,3,21.0,30.0,22.0,265,7.0,0,1,16.7,15.5,1,28.0,0,0
119562,34,37672.0,17.0,129,33.0,36,32.0,3.0,29.0,2,27.0,18.0,32.0,100,21.0,0,1,8.3,30.5,0,32.0,0,0
119562,34,38896.0,18.0,634,18.0,165,18.0,3.2,25.0,7,10.5,23.57,28.0,71,27.0,0,1,22.0,8.0,82,4.0,0,0
119562,34,39698.0,19.0,917,12.0,241,11.0,3.19,26.0,8,8.5,30.12,21.0,106,19.0,0,1,8.3,30.5,7,16.5,0,0
119562,34,41297.0,20.0,522,19.0,142,21.0,3.13,27.0,1,32.0,142.0,3.0,522,2.0,0,1,19.5,11.0,5,19.5,0,0
119562,34,41388.0,21.0,1489,9.0,402,9.0,3.32,18.0,5,13.5,80.4,8.0,46,30.0,0,1,19.5,11.0,69,5.0,1,0
119562,34,41686.0,22.0,667,15.0,205,13.0,2.79,32.0,4,16.5,51.25,12.0,95,23.5,0,1,12.6,22.0,0,32.0,0,0
119562,34,42676.0,23.0,799,14.0,194,15.0,3.55,12.0,2,27.0,97.0,6.0,323,5.0,0,1,25.5,7.0,1,28.0,1,0
119562,34,47800.0,24.0,498,20.0,159,19.0,2.74,33.0,3,21.0,53.0,10.0,73,26.0,0,1,11.6,23.5,3,23.0,0,0
119562,34,50156.0,25.0,325,27.0,74,28.0,3.89,3.0,3,21.0,24.67,26.0,225,9.0,0,1,20.8,9.0,11,12.5,1,0
119562,34,51462.0,26.0,3590,2.0,851,3.0,3.56,11.0,19,2.0,44.79,16.0,151,14.0,0,1,15.9,18.0,8,14.5,1,0
119562,34,54262.0,27.0,493,21.0,155,20.0,2.66,34.0,3,21.0,51.67,11.0,426,3.0,0,1,31.4,4.0,438,1.0,0,1
119562,34,54299.0,28.0,2305,6.0,608,5.0,3.21,24.0,9,6.0,67.56,9.0,191,11.0,0,1,19.5,11.0,3,23.0,0,0
119562,34,55786.0,29.0,998,11.0,200,14.0,4.14,2.0,9,6.0,22.22,30.0,93,25.0,0,1,10.4,26.0,6,18.0,0,0
119562,34,56789.0,30.0,314,28.0,83,26.0,3.4,16.0,3,21.0,27.67,23.0,105,20.0,0,1,18.1,14.0,2,25.5,1,0
119562,34,61627.0,31.0,2437,5.0,581,6.0,3.68,9.0,5,13.5,116.2,5.0,379,4.0,0,1,36.4,3.0,1,28.0,1,0
119562,34,63370.0,32.0,333,26.0,82,27.0,3.35,17.0,5,13.5,16.4,34.0,51,29.0,0,1,4.1,34.0,194,3.0,0,0
119562,34,66825.0,33.0,1719,7.0,461,7.0,3.42,13.0,3,21.0,153.67,2.0,42,31.0,0,1,31.1,5.0,3,23.0,1,0
119562,34,77693.0,34.0,820,13.0,212,12.0,3.22,23.0,8,8.5,26.5,25.0,26,33.0,0,1,11.6,23.5,2,25.5,0,0
120926,17,232.0,1.0,802,9.0,186,9.0,3.59,3.0,6,5.5,31.0,12.0,189,5.0,0,1,10.8,14.5,25,5.0,0,0
120926,17,323.0,2.0,494,13.0,136,12.0,3.08,12.0,3,13.0,45.33,7.0,100,11.0,0,1,33.3,4.0,-3,16.0,0,0
120926,17,588.0,3.0,504,12.0,107,14.0,3.85,1.0,2,16.0,53.5,6.0,162,6.0,0,1,19.1,9.0,0,12.5,0,0
120926,17,907.0,4.0,687,10.0,152,10.0,3.84,2.0,4,10.5,38.0,10.0,331,3.0,0,1,13.5,12.0,1,11.0,0,0
120926,17,1911.0,5.0,175,16.0,60,16.0,2.53,17.0,3,13.0,20.0,17.0,124,9.0,0,1,9.2,16.0,0,12.5,0,0
120926,17,5104.0,6.0,516,11.0,150,11.0,2.94,15.0,6,5.5,25.0,14.0,31,14.5,0,1,32.9,5.0,28,4.0,0,0
120926,17,7132.0,7.0,1536,5.0,445,5.0,2.98,13.0,5,8.0,89.0,2.0,10,17.0,0,1,31.7,6.0,101,1.0,1,1
120926,17,8920.0,8.0,982,7.0,289,7.0,2.88,16.0,5,8.0,57.8,5.0,101,10.0,0,1,16.7,10.0,10,7.0,0,0
120926,17,12984.0,9.0,2217,3.0,635,2.0,2.96,14.0,16,1.5,39.69,9.0,135,7.0,0,1,131.6,2.0,7,8.0,0,0
120926,17,15094.0,10.0,2321,2.0,558,3.0,3.48,4.0,15,3.0,37.2,11.0,31,14.5,0,1,132.0,1.0,22,6.0,1,0
120926,17,15660.0,11.0,473,14.0,121,13.0,3.31,8.0,3,13.0,40.33,8.0,365,2.0,0,1,31.4,7.0,38,3.0,0,0
120926,17,16225.0,12.0,854,8.0,225,8.0,3.23,9.0,2,16.0,112.5,1.0,826,1.0,0,1,51.6,3.0,3,9.5,1,0
120926,17,18660.0,13.0,400,15.0,98,15.0,3.36,7.0,4,10.5,24.5,15.0,131,8.0,0,1,6.8,17.0,3,9.5,0,0
120926,17,28248.0,14.0,3786,1.0,993,1.0,3.18,11.0,14,4.0,70.93,3.0,231,4.0,0,1,21.8,8.0,-1,14.5,0,0
120926,17,40011.0,15.0,171,17.0,41,17.0,3.46,5.0,2,16.0,20.5,16.0,72,13.0,0,1,12.2,13.0,-1,14.5,0,0
120926,17,41741.0,16.0,1701,4.0,451,4.0,3.18,10.0,16,1.5,28.19,13.0,29,16.0,0,1,10.8,14.5,80,2.0,0,0
120926,17,63196.0,17.0,1250,6.0,313,6.0,3.41,6.0,5,8.0,62.6,4.0,92,12.0,0,1,16.0,11.0,-4,17.0,1,0
